Workout log file,,,,,,
Created:,15-Dec-23,at:,18:53:47,,,
606.3241172,80,110,166,Threshold,0,19.58
607.3243444,81,110,166,Threshold,0,20.03
608.324368,87,110,166,Threshold,0,20.53
609.3253424,82,110,166,Threshold,0,20.69
610.325455,90,110,166,Threshold,0,20.75
611.3254592,86,110,167,Anaerobic,0,20.64
612.3260379,85,110,167,Anaerobic,0,20.59
613.3261113,86,110,167,Anaerobic,0,20.81
614.3262887,88,110,167,Anaerobic,0,20.93
615.326371,87,110,167,Anaerobic,0,20.85
616.3264053,92,110,168,Anaerobic,0,20.53
617.326658,82,110,168,Anaerobic,0,20.25
618.3272126,83,110,168,Anaerobic,0,20.11
619.3279557,83,110,168,Anaerobic,0,20.24
620.3285434,85,110,168,Anaerobic,0,20.64
621.3293982,88,110,169,Anaerobic,0,20.79
622.3294313,85,110,169,Anaerobic,0,20.63
623.3301365,87,110,168,Anaerobic,0,20.56
624.3303506,84,110,169,Anaerobic,0,20.51
625.3303673,86,110,169,Anaerobic,0,20.58
626.3313572,87,110,169,Anaerobic,0,20.78
627.332016,88,110,169,Anaerobic,0,21.04
628.3323905,83,110,169,Anaerobic,0,21.15
629.3331101,90,110,169,Anaerobic,0,20.96
630.3340137,85,110,169,Anaerobic,0,20.88
631.3343527,88,110,169,Anaerobic,0,20.95
632.334456,86,110,168,Anaerobic,0,20.98
633.3346748,89,110,168,Anaerobic,0,21.07
634.3351483,89,110,169,Anaerobic,0,20.97
635.3358917,85,110,168,Anaerobic,0,20.71
636.3359873,86,110,168,Anaerobic,0,20.93
637.3360565,86,110,168,Anaerobic,0,21.15
638.3361962,91,110,168,Anaerobic,0,21
639.3365402,85,110,168,Anaerobic,0,20.93
640.3372791,89,110,168,Anaerobic,0,20.96
641.3375783,87,110,168,Anaerobic,0,21.03
642.3380682,88,110,167,Anaerobic,0,21
643.3389959,90,110,168,Anaerobic,0,20.89
644.339751,81,110,168,Anaerobic,0,20.71
645.3400888,85,110,168,Anaerobic,0,20.52
646.340817,87,110,167,Anaerobic,0,20.49
647.3416388,82,110,168,Anaerobic,0,20.51
648.3420217,87,110,168,Anaerobic,0,20.55
649.3426037,85,110,168,Anaerobic,0,20.56
650.343039,82,110,168,Anaerobic,0,20.43
651.3440371,87,110,167,Anaerobic,0,20.42
652.3448353,83,110,166,Threshold,0,20.57
653.3451014,87,110,166,Threshold,0,20.75
654.3453009,89,110,166,Threshold,0,20.72
655.3460205,84,110,166,Threshold,0,20.36
656.3463824,83,110,166,Threshold,0,20.11
657.3466215,81,110,166,Threshold,0,20.2
658.3473217,85,110,166,Threshold,0,20.57
659.3482292,90,110,166,Threshold,0,20.85
660.3483043,88,110,167,Anaerobic,0,20.89
661.3489935,88,110,167,Anaerobic,0,20.89
662.3499501,88,110,167,Anaerobic,0,21.25
663.3507905,88,110,167,Anaerobic,0,21.13
664.3515882,91,110,168,Anaerobic,0,20.91
665.3525162,81,110,169,Anaerobic,0,20.89
666.352864,86,110,169,Anaerobic,0,21.1
667.3534031,87,110,169,Anaerobic,0,21.11
668.3534317,97,110,170,Anaerobic,0,20.61
669.3539326,83,110,170,Anaerobic,0,20.3
670.3541062,86,110,170,Anaerobic,0,20.46
671.3544226,84,110,170,Anaerobic,0,20.83
672.3551772,88,110,170,Anaerobic,0,20.97
673.3559487,88,110,169,Anaerobic,0,20.78
674.3569429,87,110,170,Anaerobic,0,21.06
675.3573651,88,110,170,Anaerobic,0,21.45
676.3579125,88,110,170,Anaerobic,0,21.29
677.3581355,89,110,169,Anaerobic,0,20.99
678.3590176,89,110,169,Anaerobic,0,20.88
679.3590503,85,110,170,Anaerobic,0,21.03
680.3598826,88,110,170,Anaerobic,0,21.18
681.3601542,87,110,170,Anaerobic,0,21.18
682.3604887,91,110,170,Anaerobic,0,21.15
683.3614483,89,110,170,Anaerobic,0,21.43
684.3618739,91,110,171,Anaerobic,0,21.69
685.3624318,90,110,171,Anaerobic,0,21.79
686.3633788,99,110,172,Anaerobic,0,21.87
687.364079,88,110,171,Anaerobic,0,21.86
688.364996,92,110,171,Anaerobic,0,21.84
689.3651252,91,110,171,Anaerobic,0,21.77
690.366261,92,110,172,Anaerobic,0,21.63
691.3664556,89,110,171,Anaerobic,0,21.44
692.3672993,87,110,171,Anaerobic,0,21.21
693.3683033,91,110,171,Anaerobic,0,21.04
694.3692572,86,110,171,Anaerobic,0,21.09
695.3701875,90,110,171,Anaerobic,0,21.17
696.3705926,86,110,171,Anaerobic,0,21.17
697.3709073,93,110,171,Anaerobic,0,21.11
698.371387,88,110,170,Anaerobic,0,21.16
699.3722322,85,110,170,Anaerobic,0,21.21
700.37292,89,110,170,Anaerobic,0,21.11
701.3738024,85,110,170,Anaerobic,0,21.12
702.3738201,91,110,170,Anaerobic,0,21.21
703.3740416,89,110,169,Anaerobic,0,21.33
704.3745196,91,110,169,Anaerobic,0,21.28
705.3758702,85,110,169,Anaerobic,0,21.15
706.3759487,87,110,170,Anaerobic,0,20.93
707.3759556,87,110,170,Anaerobic,0,20.84
708.3762028,86,110,170,Anaerobic,0,20.81
709.376971,87,110,170,Anaerobic,0,20.8
710.3770201,87,110,170,Anaerobic,0,20.79
711.3779559,84,110,170,Anaerobic,0,20.86
712.3782706,92,110,170,Anaerobic,0,20.93
713.3786402,86,110,170,Anaerobic,0,20.9
714.3788779,88,110,170,Anaerobic,0,20.7
715.3793509,82,110,170,Anaerobic,0,20.69
716.3793554,88,110,171,Anaerobic,0,20.89
717.380302,88,110,171,Anaerobic,0,20.85
718.3803205,85,110,171,Anaerobic,0,20.61
719.3806217,83,110,171,Anaerobic,0,20.48
720.3807702,87,110,171,Anaerobic,0,20.68
721.3813865,86,110,171,Anaerobic,0,20.86
722.3817327,90,110,171,Anaerobic,0,20.72
723.3820643,84,110,170,Anaerobic,0,20.63
724.3825645,86,110,171,Anaerobic,0,20.6
725.383069,85,110,171,Anaerobic,0,20.52
726.3839514,89,110,171,Anaerobic,0,20.59
727.3841267,83,110,171,Anaerobic,0,20.57
728.3847897,84,110,171,Anaerobic,0,20.53
729.3860083,87,110,171,Anaerobic,0,20.72
730.3860641,88,110,171,Anaerobic,0,20.62
731.3870142,84,110,172,Anaerobic,0,20.31
732.3875656,86,110,171,Anaerobic,0,20.18
733.3890457,84,110,172,Anaerobic,0,20.35
734.3896575,87,110,172,Anaerobic,0,20.68
735.3907015,88,110,171,Anaerobic,0,20.88
736.3914785,86,110,172,Anaerobic,0,20.95
737.3919435,90,110,171,Anaerobic,0,20.78
738.3926616,84,110,171,Anaerobic,0,20.56
739.3935447,86,110,171,Anaerobic,0,20.47
740.394578,84,110,170,Anaerobic,0,20.47
741.3949931,86,110,170,Anaerobic,0,20.58
742.395293,87,110,171,Anaerobic,0,20.63
743.3957009,87,110,171,Anaerobic,0,20.59
744.395946,85,110,170,Anaerobic,0,20.56
745.3973393,82,110,170,Anaerobic,0,20.65
746.3977945,88,110,170,Anaerobic,0,20.94
747.3978641,90,110,170,Anaerobic,0,21.24
748.3985546,87,110,170,Anaerobic,0,21.37
749.3994508,89,110,171,Anaerobic,0,21.46
750.4004424,90,110,171,Anaerobic,0,21.39
751.4013228,90,110,170,Anaerobic,0,21.47
752.4017682,88,110,170,Anaerobic,0,21.41
753.4019139,89,110,170,Anaerobic,0,21.58
754.402061,91,110,170,Anaerobic,0,21.69
755.4026718,93,110,169,Anaerobic,0,21.65
756.4029505,85,110,169,Anaerobic,0,21.42
757.4038231,89,110,169,Anaerobic,0,21.12
758.4042523,88,110,169,Anaerobic,0,21.17
759.4057512,97,110,169,Anaerobic,0,21.22
760.4060259,84,110,169,Anaerobic,0,21.2
761.406692,87,110,169,Anaerobic,0,21.2
762.4068377,89,110,169,Anaerobic,0,21.05
763.406991,90,110,168,Anaerobic,0,20.88
764.407789,85,110,168,Anaerobic,0,21.03
765.4079418,87,110,168,Anaerobic,0,21.74
766.4079425,99,110,169,Anaerobic,0,22.37
767.4080062,91,110,168,Anaerobic,0,22.26
768.4086516,97,110,169,Anaerobic,0,21.86
769.4092231,88,110,169,Anaerobic,0,21.6
770.4097126,92,110,169,Anaerobic,0,21.46
771.4097214,90,110,169,Anaerobic,0,21.36
772.4099076,90,110,169,Anaerobic,0,21.21
773.4100556,85,110,169,Anaerobic,0,21.17
774.4100707,88,110,169,Anaerobic,0,21.32
775.4105525,88,110,169,Anaerobic,0,21.38
776.4114141,91,110,169,Anaerobic,0,21.42
777.4118106,88,110,169,Anaerobic,0,21.3
778.4124904,90,110,169,Anaerobic,0,20.88
779.4129639,81,110,169,Anaerobic,0,20.65
780.4131281,87,110,169,Anaerobic,0,20.68
781.4134142,85,110,169,Anaerobic,0,20.89
782.4136128,88,110,170,Anaerobic,0,21.22
783.4141998,94,110,170,Anaerobic,0,21.26
784.4146187,86,110,170,Anaerobic,0,21.18
785.4155152,87,110,170,Anaerobic,0,21.32
786.4156935,92,110,170,Anaerobic,0,21.54
787.4166248,92,110,170,Anaerobic,0,21.61
788.4167836,86,110,171,Anaerobic,0,21.56
789.4174352,90,110,171,Anaerobic,0,21.6
790.417937,96,110,172,Anaerobic,0,21.75
791.4181104,88,110,171,Anaerobic,0,21.66
792.4184313,89,110,171,Anaerobic,0,21.36
793.4185266,87,110,171,Anaerobic,0,21.25
794.4193566,93,110,171,Anaerobic,0,21.27
795.4199479,89,110,171,Anaerobic,0,21.44
796.420155,89,110,171,Anaerobic,0,21.57
797.4206629,90,110,171,Anaerobic,0,21.44
798.4211404,90,110,171,Anaerobic,0,21.3
799.4220202,88,110,171,Anaerobic,0,21.28
800.4220951,90,110,171,Anaerobic,0,21.36
801.4223716,88,110,171,Anaerobic,0,21.46
802.4228435,89,110,171,Anaerobic,0,21.52
803.4234829,91,110,171,Anaerobic,0,21.42
804.4240391,86,110,171,Anaerobic,0,21.17
805.4243519,87,110,172,Anaerobic,0,21.07
806.424866,89,110,171,Anaerobic,0,21.11
807.4257991,88,110,172,Anaerobic,0,21.16
808.4259319,85,110,172,Anaerobic,0,21.48
809.4265151,97,110,172,Anaerobic,0,21.85
810.427465,91,110,172,Anaerobic,0,21.82
811.4275057,84,110,172,Anaerobic,0,21.7
812.4278169,93,110,172,Anaerobic,0,21.8
813.4280965,90,110,172,Anaerobic,0,21.88
814.4281197,91,110,171,Anaerobic,0,22.03
815.4286764,91,110,171,Anaerobic,0,22.19
816.4296441,94,110,172,Anaerobic,0,22.02
817.43063,86,110,171,Anaerobic,0,21.9
818.4310601,93,110,172,Anaerobic,0,22.04
819.4315128,90,110,171,Anaerobic,0,22.05
820.4320705,91,110,172,Anaerobic,0,21.92
821.4322879,94,110,171,Anaerobic,0,21.95
822.4330235,88,110,171,Anaerobic,0,21.92
823.4338934,96,110,171,Anaerobic,0,21.81
824.4343891,90,110,171,Anaerobic,0,21.79
825.4348531,92,110,171,Anaerobic,0,21.73
826.4355712,90,96,172,Anaerobic,0,21.77
827.4357522,96,85,172,Anaerobic,0,21.68
828.4366224,88,80,172,Anaerobic,0,21.63
829.4368427,87,80,171,Anaerobic,0,21.9
830.4370251,91,81,171,Anaerobic,0,22.28
831.437541,102,82,171,Anaerobic,0,22.52
832.4375677,92,83,171,Anaerobic,0,22.69
833.4378059,109,83,171,Anaerobic,0,22.73
834.4379854,86,82,171,Anaerobic,0,22.55
835.4384243,98,82,171,Anaerobic,0,22.46
836.4386189,96,82,170,Anaerobic,0,22.41
837.4386795,87,82,170,Anaerobic,0,22.48
838.4391882,96,82,170,Anaerobic,0,22.53
839.4400623,92,82,170,Anaerobic,0,22.58
840.4407101,94,82,169,Anaerobic,0,22.58
841.4408271,96,82,170,Anaerobic,0,22.42
842.441761,87,81,169,Anaerobic,0,22.23
843.4418018,97,82,169,Anaerobic,0,22.38
844.4427612,94,82,168,Anaerobic,0,22.41
845.443548,89,82,168,Anaerobic,0,22.39
846.4435742,93,82,167,Anaerobic,0,22.43
847.4439967,96,82,167,Anaerobic,0,22.52
848.444258,101,83,167,Anaerobic,0,22.69
849.4443111,84,84,166,Threshold,0,22.88
850.4443214,66,84,166,Threshold,0,22.9
851.4446352,93,84,166,Threshold,0,22.88
852.444684,95,83,166,Threshold,0,22.79
853.4455295,94,83,166,Threshold,0,22.68
854.4457686,94,82,166,Threshold,0,22.59
855.445812,93,82,166,Threshold,0,22.47
856.4460621,93,82,166,Threshold,0,22.38
857.4464111,93,82,166,Threshold,0,22.4
858.4471774,93,82,166,Threshold,0,22.46
859.4476812,95,82,167,Anaerobic,0,22.53
860.4479456,94,83,167,Anaerobic,0,22.68
861.4484053,96,83,167,Anaerobic,0,22.85
862.4486754,95,84,167,Anaerobic,0,22.97
863.4489729,95,84,167,Anaerobic,0,22.93
864.4495139,93,82,167,Anaerobic,0,22.61
865.4500606,96,82,166,Threshold,0,22.47
866.4508281,94,83,167,Anaerobic,0,22.66
867.451719,93,82,166,Threshold,0,22.52
868.4518235,92,81,167,Anaerobic,0,22.14
869.4521163,91,80,166,Threshold,0,21.98
870.4530668,91,80,166,Threshold,0,22.08
871.4534318,92,80,166,Threshold,0,22.11
872.4542849,91,80,166,Threshold,0,22.03
873.4552803,92,80,166,Threshold,0,21.95
874.4556007,87,80,166,Threshold,0,22.05
875.4557676,93,82,166,Threshold,0,22.43
876.4558382,95,83,166,Threshold,0,22.78
877.4567008,96,83,166,Threshold,0,22.73
878.457144,89,82,165,Threshold,0,22.59
879.4575911,93,81,165,Threshold,0,22.28
880.4576886,93,80,165,Threshold,0,22.01
881.4584241,91,80,164,Threshold,0,22.09
882.4586649,93,81,164,Threshold,0,22.15
883.4595642,92,81,163,Threshold,0,22.19
884.4599144,93,81,163,Threshold,0,22.37
AVERAGE:,86.01211454,100.6156388,155.6112335,Threshold,0,20.68354626
MAX:,109,110,172,Anaerobic,0,22.97
